1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
61.06%, 61.06%, 61.06%, 60.97%, 42.02%, 42.02%, 42.02%, 41.92%, 40.62%, 31.15%, 23.42%, 17.64%, 13.81%, 10.88%, 8.66%, 6.74%, 1.84%, 0.54%
