1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
66.10%, 53.41%, 42.91%, 34.62%, 27.77%, 22.21%, 17.62%, 14.11%, 11.23%, 9.02%, 2.85%, 0.94%, 0.37%, 0.12%, 0.03%, 0.01%, 0.00%, 0.00%
