1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
59.73%, 59.73%, 59.73%, 59.73%, 59.73%, 39.51%, 39.51%, 39.51%, 39.51%, 39.51%, 27.91%, 20.70%, 15.68%, 11.66%, 9.04%, 7.01%, 2.15%, 0.85%
