1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
73.45%, 73.45%, 54.85%, 54.85%, 41.86%, 41.86%, 32.34%, 32.34%, 25.21%, 25.21%, 12.50%, 7.72%, 3.96%, 2.70%, 1.38%, 0.89%, 0.04%, 0.01%
