1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
78.45%, 62.55%, 49.08%, 39.34%, 30.98%, 24.81%, 20.08%, 16.39%, 13.05%, 10.21%, 3.43%, 1.06%, 0.26%, 0.04%, 0.00%, 0.00%, 0.00%, 0.00%
