1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
63.86%, 41.52%, 27.25%, 18.00%, 11.54%, 7.58%, 5.16%, 3.43%, 2.26%, 1.40%, 0.19%, 0.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
