,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
0,1000.0,986.048,972.393,960.282,948.1625,938.456,926.849,910.262,899.6775,888.1725,876.384,862.7345,850.9705,834.718,824.039,809.584,796.8955,784.081,775.329,763.5915,750.031,738.5735,727.419,715.3595,703.763,690.3525,678.7565,666.7275,655.514,643.2505,632.7125,626.057,612.336,599.7185,589.184,578.611,566.029,554.8035,543.6335,532.579,519.0635,509.278,499.3365,488.926,478.5895,467.053,457.3595,448.0675,438.6905,427.9205,419.248,409.178,398.319,388.501,379.311,374.3935,364.587,355.432,345.328,338.868,332.828,324.1605,316.1865,307.196,299.947,292.855,286.331,277.958,270.457,262.832,255.2915,246.7505,240.48,235.074,229.5455,222.823,216.6125,210.5415,205.4185,198.296,194.8195,191.6185,187.1025,183.481,177.5675,172.519,167.513,161.8505,157.2115,153.19,148.644,145.256,142.6115,139.942,136.1355,134.013,132.2965,128.3495,122.874,118.6115,114.456,112.225,109.571,107.4005,105.0425,102.679,100.239,99.118,96.192,94.29,93.5505,93.06,90.6395,87.757,86.5225,83.439,80.402,78.505,76.792,74.8585,73.189,71.039,69.801,68.1565,67.2705,65.484,63.6445,61.8315,60.175,58.193,56.4255,55.224,52.9665,50.8365,50.236,48.494,46.992,45.723,45.3605,43.134,41.3835,39.3525,38.311,37.541,35.802,34.5335,33.4065,32.5885,31.298,30.5535,28.795,27.983,27.468,25.965,25.005,24.2405,23.346,22.8405,21.274,20.52,20.145,19.632,18.774,18.933,18.861,18.7485,18.082,18.187,18.2245,17.821,17.07,15.8445,16.2565,15.6725,15.4085,14.7535,13.81,13.6425,13.4395,13.1165,12.4745,11.8365,10.994,10.5825,10.2475,10.0945,9.843,9.4345,8.5465,8.44,8.063,7.6245,7.5165,7.192,6.7295,6.6935,6.7835,6.488,5.9615,5.937,5.8515
1,1000.0,989.58,979.52,970.3,960.4,949.96,938.96,929.12,917.48,906.66,895.72,886.96,875.26,863.76,853.7,842.82,830.56,818.94,809.86,798.02,787.9,776.44,764.02,753.56,744.2,734.72,724.62,711.84,701.7,691.16,680.22,669.82,657.76,645.06,633.9,623.38,612.99,602.57,590.71,579.35,569.79,559.37,548.18,537.05,526.94,515.98,505.3,495.26,484.93,474.47,462.47,451.45,442.34,431.34,420.37,412.25,401.22,392.56,383.16,373.39,363.19,353.9,344.94,334.68,325.61,316.53,306.54,297.9,289.85,282.25,272.47,264.82,255.78,246.45,238.71,230.99,222.54,215.58,208.47,201.62,193.54,188.73,181.9,175.85,170.34,165.03,159.81,153.62,147.66,143.1,139.62,135.86,129.9,125.28,121.23,118.13,113.32,108.03,104.2,100.48,96.47,92.99,89.47,85.35,81.72,79.12,76.16,72.31,69.22,66.76,63.87,60.89,57.9,55.1,52.65,49.65,47.79,45.92,43.58,40.99,38.73,37.19,35.41,33.77,32.39,31.37,30.51,28.91,28.82,27.73,26.98,26.93,25.94,24.77,23.86,22.93,21.97,21.27,21.02,20.66,20.0,19.07,18.08,17.1,16.33,15.85,14.91,14.37,13.69,12.92,12.42,11.87,11.29,10.65,9.99,9.76,9.39,8.85,8.51,8.43,8.05,7.87,7.45,7.08,6.93,6.91,7.03,6.85,6.69,6.51,6.05,5.63,5.49,5.29,4.95,5.01,4.89,4.95,4.55,4.59,4.47,4.41,4.37,4.05,3.89,3.74,3.42,3.34,3.38,3.26,3.13,3.14,2.83,2.67,2.49,2.21,2.18,2.23,2.11,2.05,1.96
2,1000.0,987.656,976.342,964.4625,953.7725,943.141,933.075,922.775,912.865,902.643,892.109,880.3465,870.2025,861.209,849.31,840.102,831.44,821.647,810.06,799.3505,789.109,779.004,769.601,758.9305,746.778,735.6005,725.0665,716.268,705.5585,695.1025,684.003,672.104,662.818,653.571,642.92,631.567,621.111,610.889,600.7645,591.5025,579.0475,567.6405,557.1555,546.061,534.484,524.9595,513.9165,503.698,493.6575,483.9,474.14,464.3865,452.987,443.142,433.1715,420.889,412.01,400.5375,389.2265,378.9,369.948,360.5625,349.58,341.0355,330.934,322.2785,312.8835,303.3035,293.6675,284.3655,276.3785,268.164,261.039,253.138,245.3735,237.5085,230.48,223.3315,214.9875,207.385,201.7065,195.0,188.683,183.5045,177.489,171.8585,166.3515,161.0115,154.8995,149.131,141.456,137.806,134.1545,129.8385,124.8945,120.115,115.4205,111.0655,107.428,102.624,98.055,94.7545,90.2205,86.6175,83.3195,80.04,77.2115,74.1015,71.1735,68.6275,66.105,62.85,61.358,59.597,57.1605,55.337,52.606,50.13,48.0185,46.294,44.211,42.187,39.8275,38.532,37.264,34.8175,33.5655,31.984,30.5655,29.6565,28.4995,27.3385,26.0505,24.6725,23.2035,22.38,21.645,20.0905,18.4215,18.012,17.3375,16.4145,15.344,14.2315,13.737,13.2355,12.158,11.4735,10.739,10.257,9.453,9.439,9.02,8.2905,7.7795,7.574,7.467,6.853,6.3065,6.246,5.7855,5.496,5.148,4.905,4.789,4.6755,4.489,4.2685,3.999,3.6105,3.3645,3.267,2.8955,2.797,2.8155,2.561,2.361,2.3625,1.9575,1.759,1.773,1.6115,1.6645,1.5615,1.4585,1.3545,1.3725,1.259,1.183,1.0875,0.9335,0.93,0.915,0.88,0.887,0.7965,0.628,0.596,0.5175,0.527,0.479
3,1000.0,981.17,967.12,951.9,934.25,918.76,903.18,883.46,870.04,854.37,840.68,822.85,810.75,792.67,781.14,761.22,745.06,731.85,714.96,706.23,688.47,675.21,663.89,649.65,637.38,621.27,605.12,592.74,578.36,563.29,551.7,545.51,534.2,525.42,516.32,509.19,496.62,485.63,478.03,465.12,456.34,447.62,439.77,434.49,428.52,419.67,411.42,401.51,390.6,380.54,375.08,367.56,357.13,351.97,345.69,339.33,331.65,328.47,324.42,319.26,315.33,306.92,304.67,299.07,293.61,284.96,280.35,271.81,266.69,261.03,255.99,249.38,244.62,239.92,235.97,231.6,226.44,224.13,218.4,215.16,212.03,208.35,203.62,199.82,194.31,190.97,187.39,182.91,180.02,174.69,170.46,166.46,163.42,160.98,156.59,153.52,151.71,149.89,148.39,145.35,142.42,141.22,137.76,136.49,133.53,131.4,128.09,126.78,122.31,120.73,119.46,117.21,114.87,111.93,110.4,107.61,106.4,105.21,104.93,103.34,102.9,101.05,100.01,97.92,96.03,92.96,92.52,89.16,89.19,88.44,86.88,85.43,84.72,82.15,81.15,80.28,77.34,76.04,74.97,73.05,71.61,69.45,67.6,65.91,65.97,63.96,62.53,61.26,58.73,57.33,55.38,53.76,53.96,53.01,50.55,48.56,47.28,44.69,43.25,42.6,42.78,42.07,40.23,38.69,38.81,38.28,38.6,38.49,37.56,36.53,35.4,35.1,34.85,34.06,31.71,30.21,29.89,28.92,28.11,27.77,27.27,27.07,26.62,25.68,25.33,24.62,23.64,23.18,23.1,22.77,22.53,21.86,21.09,20.85,20.78,19.41,18.47,18.44,17.91,17.23,16.52
