,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1000.0,923.3,818.425,753.775,692.725,686.675,654.075,598.4,541.725,493.75,464.0,465.8,454.475,416.275,393.4,385.1,378.375,362.15,352.1,343.025,313.85
1,1000.0,938.0,879.0,836.0,797.5,733.5,681.5,612.5,563.0,536.0,493.5,449.0,413.0,378.5,343.0,320.5,293.0,265.5,264.0,254.5,226.0
2,1000.0,932.625,881.125,823.775,757.65,706.625,642.225,636.15,596.175,545.2,530.925,492.375,463.275,423.225,402.5,364.425,341.325,326.95,299.8,266.025,233.475
3,1000.0,976.5,930.0,850.5,768.0,729.0,696.5,642.0,601.0,532.0,472.5,466.5,515.5,489.0,454.5,409.5,411.0,382.0,330.0,319.5,297.0
