,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1000.0,977.525,967.72,956.21,954.32,946.075,928.71,910.45,895.81,879.97,878.04,852.19,838.205,831.03,819.715,806.13,793.7,778.855,773.29,754.125,738.475
1,1000.0,989.6,978.8,964.2,950.0,939.8,927.6,913.4,902.0,888.2,877.2,868.6,859.0,847.0,841.2,833.8,826.2,815.6,799.8,785.8,773.2
2,1000.0,985.745,977.2,970.41,963.035,953.32,945.165,938.18,926.905,915.24,902.21,889.96,880.245,870.725,859.255,845.835,835.535,826.015,818.445,810.485,804.92
3,1000.0,989.9,966.4,951.9,938.3,917.5,898.5,883.1,874.9,879.3,877.4,861.1,837.6,824.0,791.5,775.2,745.4,725.5,720.0,708.3,691.2
