1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
58.08%, 49.17%, 42.74%, 37.51%, 36.32%, 33.77%, 33.66%, 32.04%, 31.65%, 30.09%, 24.55%, 16.70%, 13.72%, 10.70%, 8.95%, 7.06%, 2.77%, 1.13%
