1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
63.35%, 53.11%, 48.43%, 45.14%, 42.26%, 39.35%, 36.01%, 32.41%, 28.95%, 26.10%, 17.75%, 11.44%, 8.02%, 5.33%, 3.53%, 2.54%, 0.43%, 0.07%
