1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
57.89%, 40.46%, 28.88%, 20.50%, 14.30%, 10.18%, 7.08%, 4.98%, 3.44%, 2.44%, 0.28%, 0.04%, 0.02%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
