1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
70.44%, 65.71%, 59.99%, 52.91%, 46.93%, 42.83%, 38.84%, 34.95%, 31.62%, 28.82%, 18.41%, 12.30%, 8.11%, 5.41%, 3.62%, 2.46%, 0.35%, 0.06%
