1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 17.72%, 13.88%, 8.16%, 5.23%
