1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
59.09%, 57.13%, 55.07%, 52.41%, 49.88%, 46.63%, 43.00%, 39.62%, 35.39%, 33.67%, 25.13%, 19.11%, 14.81%, 12.02%, 9.24%, 7.48%, 2.85%, 1.12%
