1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 7.5, 10
73.41%, 58.72%, 48.33%, 39.77%, 32.37%, 26.38%, 21.58%, 17.92%, 14.81%, 12.11%, 4.79%, 1.72%, 0.66%, 0.26%, 0.12%, 0.03%, 0.00%, 0.00%
